2019-08-31,5:59:15,5,1
2019-08-31,5:59:25,5,2
2019-08-31,5:59:29,5,3
2019-08-31,5:59:45,5,4
2019-08-31,6:00:07,5,5
2019-08-31,6:00:20,5,6
2019-08-31,6:00:44,5,7
2019-08-31,6:00:50,5,8
2019-08-31,6:01:17,5,9
2019-08-31,6:01:36,5,10
2019-08-31,6:01:50,5,11
2019-08-31,6:01:58,5,12
2019-08-31,6:02:05,5,13
2019-08-31,6:02:31,5,14
2019-08-31,6:02:46,5,15
2019-08-31,6:03:12,5,16
2019-08-31,6:03:24,5,17
2019-08-31,6:10:46,5,18
2019-08-31,6:11:13,5,19
2019-08-31,6:11:25,5,20
2019-08-31,6:11:52,5,21
2019-08-31,6:12:04,5,22
2019-08-31,6:12:33,5,23
2019-08-31,6:12:51,5,24
2019-08-31,6:12:54,5,25
2019-08-31,6:13:12,5,26
2019-08-31,6:13:28,5,27
2019-08-31,6:13:42,5,28
2019-08-31,6:13:56,5,29
2019-08-31,6:14:25,5,30
2019-08-31,6:20:49,5,31
2019-08-31,6:21:17,5,32
2019-08-31,6:21:36,5,33
2019-08-31,6:22:03,5,34
2019-08-31,6:22:18,5,35
2019-08-31,6:22:27,5,36
2019-08-31,6:22:43,5,37
2019-08-31,6:22:57,5,38
2019-08-31,6:23:25,5,39
2019-08-31,6:23:37,5,40
2019-08-31,6:24:06,5,41
2019-08-31,6:24:19,1,1
2019-08-31,6:24:20,5,42
2019-08-31,6:24:25,5,43
2019-08-31,6:24:37,5,44
2019-08-31,6:24:37,1,2
2019-08-31,6:25:01,5,45
2019-08-31,6:25:03,1,3
2019-08-31,6:25:06,5,46
2019-08-31,6:25:07,1,4
2019-08-31,6:25:08,1,5
2019-08-31,6:25:36,1,6
2019-08-31,6:25:38,1,7
2019-08-31,6:25:41,1,8
2019-08-31,6:25:46,1,9
2019-08-31,6:26:05,1,10
2019-08-31,6:26:16,1,11
2019-08-31,6:26:20,1,12
2019-08-31,6:26:32,1,13
2019-08-31,6:26:49,1,14
2019-08-31,6:26:55,1,15
2019-08-31,6:27:15,1,16
2019-08-31,6:27:17,1,17
2019-08-31,6:27:24,1,18
2019-08-31,6:28:18,2,1
2019-08-31,6:28:33,2,2
2019-08-31,6:28:49,2,3
2019-08-31,6:29:11,2,4
2019-08-31,6:29:19,2,5
2019-08-31,6:29:39,2,6
2019-08-31,6:29:49,2,7
2019-08-31,6:30:00,2,8
2019-08-31,6:30:09,2,9
2019-08-31,6:30:32,2,10
2019-08-31,6:30:44,2,11
2019-08-31,6:32:10,1,19
2019-08-31,6:32:32,1,20
2019-08-31,6:32:34,1,21
2019-08-31,6:32:59,1,22
2019-08-31,6:33:05,1,23
2019-08-31,6:33:25,1,24
2019-08-31,6:40:35,5,47
2019-08-31,6:40:41,5,48
2019-08-31,6:40:47,5,49
2019-08-31,6:41:02,5,50
2019-08-31,6:41:27,5,51
2019-08-31,6:41:46,5,52
2019-08-31,6:41:54,5,53
2019-08-31,6:41:55,5,54
2019-08-31,6:42:12,5,55
2019-08-31,6:42:24,5,56
2019-08-31,6:42:53,5,57
2019-08-31,6:43:10,5,58
2019-08-31,6:43:25,5,59
2019-08-31,6:43:36,5,60
2019-08-31,6:44:05,5,61
2019-08-31,6:58:32,1,25
2019-08-31,6:58:43,1,26
2019-08-31,6:59:10,1,27
2019-08-31,6:59:23,1,28
2019-08-31,6:59:40,1,29
2019-08-31,7:00:00,1,30
2019-08-31,7:00:28,1,31
2019-08-31,7:00:57,1,32
2019-08-31,7:01:16,1,33
2019-08-31,7:01:17,1,34
2019-08-31,7:01:38,1,35
2019-08-31,7:02:02,1,36
2019-08-31,7:02:26,1,37
2019-08-31,7:02:46,1,38
2019-08-31,7:03:12,1,39
2019-08-31,7:03:37,1,40
2019-08-31,7:03:42,1,41
2019-08-31,7:03:47,1,42
2019-08-31,7:04:03,1,43
2019-08-31,7:04:10,1,44
2019-08-31,7:04:28,1,45
2019-08-31,7:25:38,2,12
2019-08-31,7:25:50,2,13
2019-08-31,7:26:12,2,14
2019-08-31,7:26:16,2,15
2019-08-31,7:26:29,2,16
2019-08-31,7:26:38,2,17
2019-08-31,7:26:45,2,18
2019-08-31,7:26:50,2,19
2019-08-31,7:27:15,2,20
2019-08-31,7:29:33,2,21
2019-08-31,7:29:47,2,22
2019-08-31,7:30:00,2,23
2019-08-31,7:30:07,2,24
2019-08-31,7:30:19,2,25
2019-08-31,7:30:30,2,26
2019-08-31,7:30:57,2,27
2019-08-31,7:31:13,2,28
2019-08-31,7:31:29,2,29
2019-08-31,7:31:58,2,30
2019-08-31,7:32:27,2,31
2019-08-31,7:32:50,2,32
2019-08-31,7:33:07,2,33
2019-08-31,7:33:36,2,34
2019-08-31,7:33:40,2,35
2019-08-31,7:33:46,2,36
2019-08-31,7:34:11,2,37
2019-08-31,7:34:28,2,38
2019-08-31,7:34:48,2,39
2019-08-31,7:37:31,1,46
2019-08-31,7:37:35,1,47
2019-08-31,7:37:49,1,48
2019-08-31,7:38:10,1,49
2019-08-31,7:38:18,1,50
2019-08-31,7:38:24,1,51
2019-08-31,7:43:04,5,62
2019-08-31,7:43:29,5,63
2019-08-31,7:43:46,5,64
2019-08-31,7:44:00,5,65
2019-08-31,7:44:22,5,66
2019-08-31,7:44:28,5,67
2019-08-31,7:44:53,5,68
2019-08-31,7:45:14,5,69
2019-08-31,7:45:42,5,70
2019-08-31,7:45:50,5,71
2019-08-31,7:48:59,5,72
2019-08-31,7:49:17,5,73
2019-08-31,7:49:36,5,74
2019-08-31,7:49:53,5,75
2019-08-31,7:49:55,5,76
2019-08-31,7:49:58,5,77
2019-08-31,7:50:06,5,78
2019-08-31,7:50:16,5,79
2019-08-31,7:50:27,5,80
2019-08-31,7:50:48,5,81
2019-08-31,7:51:01,5,82
2019-08-31,7:56:07,5,83
2019-08-31,7:56:20,5,84
2019-08-31,7:56:39,5,85
2019-08-31,7:57:03,5,86
2019-08-31,7:57:16,5,87
2019-08-31,7:57:37,5,88
2019-08-31,8:11:44,1,52
2019-08-31,8:11:55,1,53
2019-08-31,8:12:13,1,54
2019-08-31,8:12:36,1,55
2019-08-31,8:12:58,1,56
2019-08-31,8:13:25,1,57
2019-08-31,8:13:48,1,58
2019-08-31,8:14:34,2,40
2019-08-31,8:14:54,2,41
2019-08-31,8:15:05,2,42
2019-08-31,8:15:10,2,43
2019-08-31,8:15:21,2,44
2019-08-31,8:15:35,2,45
2019-08-31,8:15:47,2,46
2019-08-31,8:16:13,2,47
2019-08-31,8:43:51,4,1
2019-08-31,8:44:08,4,2
2019-08-31,8:44:36,4,3
2019-08-31,8:44:59,4,4
2019-08-31,8:45:02,4,5
2019-08-31,8:45:11,4,6
2019-08-31,8:45:25,4,7
2019-08-31,8:45:51,4,8
2019-08-31,8:46:19,4,9
2019-08-31,8:46:42,4,10
2019-08-31,8:49:45,1,59
2019-08-31,8:50:13,1,60
2019-08-31,8:50:16,1,61
2019-08-31,8:50:32,1,62
2019-08-31,8:50:33,1,63
2019-08-31,8:50:44,1,64
2019-08-31,8:51:07,1,65
2019-08-31,8:51:11,1,66
2019-08-31,8:51:33,1,67
2019-08-31,8:51:43,1,68
2019-08-31,8:52:05,1,69
2019-08-31,8:52:06,1,70
2019-08-31,8:52:12,1,71
2019-08-31,8:52:41,1,72
2019-08-31,8:52:54,1,73
2019-08-31,8:52:56,1,74
2019-08-31,8:53:19,1,75
2019-08-31,9:30:13,5,89
2019-08-31,9:30:42,5,90
2019-08-31,9:31:10,5,91
2019-08-31,9:31:11,5,92
2019-08-31,9:31:36,5,93
2019-08-31,9:31:54,5,94
2019-08-31,9:31:58,5,95
2019-08-31,9:32:10,5,96
2019-08-31,9:48:24,5,97
2019-08-31,9:48:53,5,98
2019-08-31,9:49:03,5,99
2019-08-31,9:49:14,5,100
2019-08-31,9:49:15,5,101
2019-08-31,9:49:43,5,102
2019-08-31,9:50:12,5,103
2019-08-31,9:50:15,5,104
2019-08-31,9:53:13,1,76
2019-08-31,9:53:24,5,105
2019-08-31,9:53:30,1,77
2019-08-31,9:53:53,5,106
2019-08-31,9:53:55,1,78
2019-08-31,9:53:58,5,107
2019-08-31,9:54:21,5,108
2019-08-31,9:54:22,1,79
2019-08-31,9:54:34,1,80
2019-08-31,9:54:38,5,109
2019-08-31,9:54:56,1,81
2019-08-31,9:55:09,1,82
2019-08-31,9:55:14,1,83
2019-08-31,9:55:16,1,84
2019-08-31,9:55:23,1,85
2019-08-31,9:55:46,1,86
2019-08-31,9:56:15,1,87
2019-08-31,9:56:44,1,88
2019-08-31,9:57:11,1,89
2019-08-31,9:57:37,1,90
2019-08-31,9:57:38,1,91
2019-08-31,9:57:39,1,92
2019-08-31,9:58:01,1,93
2019-08-31,9:58:01,1,94
2019-08-31,9:58:21,1,95
2019-08-31,9:58:35,1,96
2019-08-31,9:58:49,1,97
2019-08-31,9:58:57,1,98
2019-08-31,9:59:03,1,99
2019-08-31,10:07:20,1,100
2019-08-31,10:07:30,1,101
2019-08-31,10:07:53,1,102
2019-08-31,10:08:16,1,103
2019-08-31,10:08:24,1,104
2019-08-31,10:08:26,1,105
2019-08-31,10:08:47,1,106
2019-08-31,10:08:59,1,107
2019-08-31,10:09:21,1,108
2019-08-31,10:09:41,1,109
2019-08-31,10:10:05,1,110
2019-08-31,10:10:28,1,111
2019-08-31,10:10:37,1,112
2019-08-31,10:10:58,1,113
2019-08-31,10:11:09,1,114
2019-08-31,10:11:30,1,115
2019-08-31,10:11:41,1,116
2019-08-31,10:16:29,1,117
2019-08-31,10:16:44,1,118
2019-08-31,10:16:53,1,119
2019-08-31,10:17:02,1,120
2019-08-31,10:17:17,1,121
2019-08-31,10:17:40,1,122
2019-08-31,10:17:48,1,123
2019-08-31,10:17:54,1,124
2019-08-31,10:18:09,1,125
2019-08-31,10:18:24,1,126
2019-08-31,10:18:31,1,127
2019-08-31,10:18:43,1,128
2019-08-31,10:19:08,1,129
2019-08-31,10:27:29,5,110
2019-08-31,10:27:52,5,111
2019-08-31,10:28:14,5,112
2019-08-31,10:28:48,1,130
2019-08-31,10:29:00,1,131
2019-08-31,10:29:03,1,132
2019-08-31,10:29:12,1,133
2019-08-31,10:29:20,1,134
2019-08-31,10:29:25,1,135
2019-08-31,10:29:45,1,136
2019-08-31,10:29:56,1,137
2019-08-31,10:30:17,1,138
2019-08-31,10:30:45,1,139
2019-08-31,10:31:00,1,140
2019-08-31,10:31:13,1,141
2019-08-31,11:31:19,5,113
2019-08-31,11:31:43,5,114
2019-08-31,11:31:52,5,115
2019-08-31,11:32:03,5,116
2019-08-31,11:32:19,5,117
2019-08-31,11:32:35,5,118
2019-08-31,11:32:51,5,119
2019-08-31,11:32:59,5,120
2019-08-31,11:33:03,5,121
2019-08-31,11:33:08,5,122
2019-08-31,11:34:24,5,123
2019-08-31,11:34:30,1,142
2019-08-31,11:34:46,1,143
2019-08-31,11:34:50,5,124
2019-08-31,11:35:03,5,125
2019-08-31,11:35:13,1,144
2019-08-31,11:35:20,5,126
2019-08-31,11:35:28,5,127
2019-08-31,11:35:36,1,145
2019-08-31,11:35:43,5,128
2019-08-31,11:35:47,1,146
2019-08-31,11:36:05,5,129
2019-08-31,11:36:12,1,147
2019-08-31,11:36:14,1,148
2019-08-31,11:36:23,5,130
2019-08-31,11:36:25,1,149
2019-08-31,11:36:25,5,131
2019-08-31,11:36:30,5,132
2019-08-31,11:36:52,1,150
2019-08-31,11:37:13,1,151
2019-08-31,11:37:17,1,152
2019-08-31,11:40:29,1,153
2019-08-31,11:40:45,1,154
2019-08-31,11:40:55,1,155
2019-08-31,11:41:22,1,156
2019-08-31,11:41:32,1,157
2019-08-31,11:41:58,1,158
2019-08-31,11:42:23,1,159
2019-08-31,11:42:48,1,160
2019-08-31,11:43:01,1,161
2019-08-31,11:43:14,1,162
2019-08-31,11:43:41,1,163
2019-08-31,11:43:49,1,164
2019-08-31,11:43:53,1,165
2019-08-31,11:43:57,1,166
2019-08-31,11:44:11,1,167
2019-08-31,11:44:16,1,168
2019-08-31,11:44:19,1,169
2019-08-31,11:44:36,1,170
2019-08-31,11:44:37,1,171
2019-08-31,11:44:39,1,172
2019-08-31,11:44:59,1,173
2019-08-31,11:45:05,1,174
2019-08-31,11:45:09,1,175
2019-08-31,11:45:18,1,176
2019-08-31,11:45:25,1,177
2019-08-31,11:45:26,1,178
2019-08-31,11:45:35,1,179
2019-08-31,11:45:37,1,180
2019-08-31,11:45:42,1,181
2019-08-31,11:45:53,1,182
2019-08-31,11:46:00,1,183
2019-08-31,11:46:10,1,184
2019-08-31,11:46:27,1,185
2019-08-31,11:46:48,1,186
2019-08-31,11:52:24,5,133
2019-08-31,11:52:49,5,134
2019-08-31,11:52:53,5,135
2019-08-31,11:53:00,5,136
2019-08-31,11:53:21,5,137
2019-08-31,11:54:10,5,138
2019-08-31,11:54:26,1,187
2019-08-31,11:54:30,5,139
2019-08-31,11:54:44,1,188
2019-08-31,11:54:52,5,140
2019-08-31,11:55:01,5,141
2019-08-31,11:55:01,1,189
2019-08-31,11:55:02,5,142
2019-08-31,11:55:22,1,190
2019-08-31,11:55:30,5,143
2019-08-31,11:55:42,1,191
2019-08-31,11:55:46,1,192
2019-08-31,11:55:56,5,144
2019-08-31,11:56:08,1,193
2019-08-31,11:56:10,1,194
2019-08-31,11:56:11,5,145
2019-08-31,11:56:28,1,195
2019-08-31,11:56:29,5,146
2019-08-31,11:56:38,1,196
2019-08-31,11:56:39,1,197
2019-08-31,11:56:50,1,198
2019-08-31,11:56:54,1,199
2019-08-31,11:56:55,5,147
2019-08-31,11:56:56,5,148
2019-08-31,11:57:00,1,200
2019-08-31,11:57:10,1,201
2019-08-31,11:57:17,5,149
2019-08-31,11:57:20,5,150
2019-08-31,11:57:23,5,151
2019-08-31,11:57:26,1,202
2019-08-31,11:57:36,1,203
2019-08-31,11:57:39,1,204
2019-08-31,11:57:46,1,205
2019-08-31,11:57:49,5,152
2019-08-31,11:57:55,1,206
2019-08-31,11:58:03,1,207
2019-08-31,11:58:05,5,153
2019-08-31,11:58:29,5,154
2019-08-31,11:58:30,1,208
2019-08-31,11:58:35,5,155
2019-08-31,11:58:38,5,156
2019-08-31,11:58:51,1,209
2019-08-31,11:58:54,1,210
2019-08-31,11:58:57,1,211
2019-08-31,11:59:06,5,157
2019-08-31,11:59:21,1,212
2019-08-31,11:59:22,5,158
2019-08-31,11:59:27,1,213
2019-08-31,11:59:32,1,214
2019-08-31,11:59:34,5,159
2019-08-31,12:00:00,5,160
2019-08-31,12:00:11,5,161
2019-08-31,12:00:38,5,162
2019-08-31,12:24:32,3,1
2019-08-31,12:24:37,3,2
2019-08-31,12:24:41,3,3
2019-08-31,12:24:43,3,4
2019-08-31,12:24:50,3,5
2019-08-31,12:25:18,3,6
2019-08-31,12:25:30,3,7
2019-08-31,12:25:32,3,8
2019-08-31,12:25:50,3,9
2019-08-31,12:26:17,3,10
2019-08-31,12:39:40,3,11
2019-08-31,12:40:06,3,12
2019-08-31,12:40:23,3,13
2019-08-31,12:40:42,3,14
2019-08-31,12:56:32,1,215
2019-08-31,12:56:55,1,216
2019-08-31,12:57:06,1,217
